er,ks2,ks3,ks4,ks_fp,of,qmax,tm,parc_chateau,centre_sully,gare_sully,caserne_pompiers
0.548374866895843,28.5281390869664,30.3686454766849,30.6303990731761,8.36490286331391,-0.10664123192979,15863.2613703562,209375.3801662,0.46943855205461504,0.7130583805235909,0.0010288863446256099,0.0010053562366478801
0.0657880237575155,32.9228622915968,44.2593219695846,26.2282628091704,7.82605615531676,0.192011287429836,5216.53036457486,326438.73465047,0.000966798644752134,0.00103913512917357,0.00103086727370495,0.0010056403843081599
0.253033426744863,33.7670914496854,29.0325311267003,34.2193592990562,14.941218365297,-0.169822102243081,11083.4860401396,351631.809086654,0.0546702372827022,0.174492390458302,0.0010646715253842302,0.00100871991812994
0.75491318552522,19.0456423090678,33.1124531578645,20.6779013553355,10.9958376144955,-0.0810519935326651,8403.93441028055,531573.227545756,0.147621564764457,0.32592794073123804,0.00105437951403844,0.0010081491910176302
0.271975758509245,22.3974387116078,44.0545449752826,28.3891045566415,9.24410550850909,-0.0457753345663659,17051.303550778,565772.465305728,0.499444419337575,0.7269786186621641,0.00104568569389355,0.00100741197471395
0.178826374709839,19.6925107444823,43.3056843808293,22.8665485937893,18.3501879418234,0.0395822227823548,11985.227695338,429706.142757129,0.10413999922872699,0.270309005860163,0.00109712276386652,0.00100895101745997
0.751109029920772,18.9881232301379,40.2778092302242,26.2144053709414,12.4983900511242,-0.172663294298109,6759.91752320249,427410.853339186,0.000966798644752134,0.00107292272383368,0.00105656222472895,0.00100829856427078
0.586380073670065,21.6258341935556,36.2064195438102,23.2198256516177,8.50174554102239,0.111363387615792,23733.4667909611,237165.426791829,0.84780527363131,1.0915904439400501,0.00102983587175599,0.00100549385640095
0.773632848691195,34.069405718171,33.3121933614183,29.4634556609951,17.2777008602989,-0.089855901580397,20392.7931186645,700933.752380184,0.618573936931121,0.8590070582559051,0.00112303572572926,0.00100894950357263
0.184702650857158,22.6687949347263,27.6754787259037,26.5334261585027,17.6648972966266,-0.148418690264784,5873.00079612248,301167.45771227,0.000966798644752134,0.00109698168801955,0.0010743665985123,0.0010089439885476198
0.274042762331199,31.763050936698,27.1817068565916,27.0134796336247,16.238093210957,0.127943635852728,24668.8770738267,666630.9448681,0.7319488323443649,0.9821986003935601,0.00110780844979505,0.0010089483500378199
0.366251352395397,23.1286653183447,45.7148674633401,27.1727693780931,10.0321722765965,0.085374379527662,8725.62974723522,601540.875899626,0.0042693629404026,0.00175911224922429,0.0010519880015388901,0.00100796920044717
0.8234089551121,28.2442338972911,46.4681226613466,20.4371096829744,9.44086191428825,-0.0926410431389697,7821.67798679695,524196.993434798,0.0985677664904298,0.26720230091762603,0.00104453991833404,0.00100729797825553
0.963989410976879,32.8419563644333,38.5064941300079,18.9956827072054,7.06103797716554,0.168304904482141,16017.9219909357,179469.733618954,0.738244097576703,0.977112122070815,0.00102520821439461,0.00100479976247031
0.423750116350362,36.0871577236103,43.0539875898324,28.1827610448748,11.1844352530956,0.179233355498128,18753.6137180808,834542.348341937,0.613281985068049,0.847876503152685,0.0010730391317480199,0.0010089255517340401
0.952293872535229,33.4670511571271,30.0182048282586,20.5188694654079,11.3917922174395,-0.0368246153478511,19236.0685746041,710000.822784352,0.7290468251038259,0.9716690942335379,0.0010675885076603699,0.00100881610360626
0.346837773972889,26.944614289226,43.1436576453922,22.6311002538586,17.2503923383576,0.178417434088513,5653.43945206376,227394.020850199,0.000966798644752134,0.00108048847398817,0.0010621896773598,0.00100861604534858
0.531865754507948,22.690443092403,34.5901276762271,25.7764032222191,6.18079842082108,-0.134154847194813,6990.58674027026,477387.031484078,0.000966798644752134,0.00103730726480743,0.0010294518302124,0.0010054382365304
0.37364326874679,18.0732137483964,42.1382765561528,25.7252853768738,5.54055039307219,0.152402579957433,16730.2010250101,594806.217546326,0.5625347692343989,0.7941205421450891,0.00102903085153447,0.00100537705748564
0.0582926175103057,29.8144628985506,42.5089424705878,25.5648099413374,6.01189284831169,-0.00284905009223149,9665.48062052671,368317.876363356,0.21013130087598397,0.37997497115383,0.00102700606121479,0.00100507620487401
0.664195991035784,32.3122336176969,30.1669962182688,18.8326918940619,12.1878194005764,0.158625865544379,10311.6919768048,121836.081128879,0.318860030824635,0.49988432994461895,0.00103333895563459,0.00100598050054766
0.707702547088265,30.0453209570237,38.9446037940681,28.4524455528613,7.72698806527071,0.0870255376134068,7321.72782468516,350486.844206659,0.000966798644752134,0.00104009374759047,0.0010316088874789198,0.00100574396150443
0.85270718405419,22.7987747477135,41.2444930014294,31.5843528924929,12.3612376454589,0.0920494012323208,9329.91246487852,360249.914356931,0.000966798644752134,0.0010650581344380699,0.0010506555663027,0.00100786269106871
0.843477192800725,36.6768540942669,42.7517516151676,24.2069390121708,16.2184839989105,0.165881473740749,7718.47149044182,615630.780200357,0.0164639189907927,0.00112025614085028,0.00110357989319954,0.00100894852824724
0.868506285893964,26.0039810357615,41.1190466999402,34.2637723502424,19.8615700504067,0.0448429411680438,24286.5459169964,818627.275396176,0.604436871617999,0.8483869044008321,0.0011718477464091699,0.00100895259945485
0.73499142017588,24.6384828573931,33.5423680466414,32.1526589552639,6.89399008314242,-0.0362231895489618,20940.1488960129,578824.104663227,0.6450548073036011,0.901722179028377,0.00103401494290521,0.00100606923905522
0.57723389607016,19.2276552946074,46.0497485005669,33.4995648041368,8.05509511849494,0.0452635439502075,17952.0876278835,229898.083813173,0.47800416493510606,0.696583499794155,0.00102874304895231,0.00100533524146565
0.961840756240534,34.8245875407709,36.1393546600686,29.530612697727,16.4628559671598,0.184913553869724,23883.3680661735,762056.310406362,0.671188672710306,0.9164026757318291,0.00112232650028044,0.00100894898197775
0.814689593709074,30.4059237409988,41.7867977550067,26.5035468192352,9.39021452804445,0.0238736460314132,18298.1484252317,774498.285849709,0.5929056086798721,0.8292905260816641,0.0010546669175791,0.00100816878033779
0.774636660285993,21.9471151955891,31.8483894301299,32.1834065039456,15.5963064863137,-0.0424984059443697,10860.5306608924,854874.295231249,0.20584217346558198,0.38156904539623904,0.00112168058670286,0.00100894791960626
0.764421113607939,32.2372551276488,30.8292305531166,34.7467182469647,7.05465808137902,0.0620174921499565,20079.8088627728,617441.705933625,0.5883912520073922,0.849382736270361,0.00103599703338432,0.00100632495320738
0.770508764712606,36.1981031867815,28.0565391392261,37.3629739702493,19.3078730939841,-0.172809246701375,12895.5560782212,549208.472000505,0.20966929677875798,0.39022613581036897,0.0011245491905582199,0.00100895196205137
0.285743645203533,30.554363766606,37.3673885502806,35.2613538881904,9.88774431068334,0.0595599276027642,10693.0602935478,218175.129104099,0.00588060990064344,0.00125280747428324,0.00103274206035184,0.0010058996175215
0.467244438105496,27.1643084946694,32.919474383234,26.1104543133499,12.2447707150364,0.0174059414412826,4524.80384408217,509653.622434612,0.000966798644752134,0.00107929774632655,0.00106132095638126,0.00100856990356086
0.959210689160507,32.3620990928169,36.8342346759047,18.5247077367641,14.3939577390335,0.177096584981121,10543.1526321503,814868.16683973,0.311213219029319,0.482061931964219,0.00110438795529534,0.00100894643430897
0.4630088259927,37.5004580200743,28.9801396897435,27.8886858395999,16.0145980037621,-0.00899765355465934,17060.3864862481,536038.504790314,0.5573778586645601,0.7902956264937991,0.0010916350983672198,0.00100894674513351
0.359435643034754,37.9462478483655,32.9661046537291,34.2490112771234,12.4120786718582,0.0406161087461747,9782.44255293626,335611.474628976,0.0052080214468501,0.0010602414873042,0.00104961423371192,0.0010077747004016199
0.912415782416239,37.0683212230867,40.8403066323092,33.0891460251948,8.71394370600465,-0.112141856334265,24979.5358266439,246753.710931851,0.7668379486473871,1.02155695706051,0.0010310338608107699,0.0010056639289073698
0.871042134857969,19.358836164074,29.1576701412629,18.6045277415961,15.3762363136478,0.117197011645325,22454.5115065426,754430.895132733,0.7191617780982779,0.9574794722604839,0.0011083216687254901,0.00100894729708606
0.282616275688633,37.382268677582,30.5534216692625,25.7813989088731,13.5367272973224,0.113821908046491,20980.5162717071,722993.743945194,0.7095094887544531,0.95351675837814,0.00108649240740519,0.0010089457379737
0.974942660426255,25.073173574321,43.2480629120907,26.9694518490369,16.2824726658361,-0.07219199034255,17437.6933749006,108569.710401694,0.528664368993084,0.755645078788514,0.00104204299962645,0.0010070386231634599
0.928382282839157,33.3361737562623,33.6475410686061,29.2172573824134,14.9734959350096,-0.0671470150134527,17693.0133612501,313290.62875405,0.5482210693037771,0.7846736041708431,0.00106117152382296,0.00100856457960357
0.77799018346658,34.7290595316468,28.5181257024268,18.7982769405702,17.1113102429186,-0.137149890956748,11345.1325570112,310167.440907539,0.396824075746169,0.5883977418062729,0.00107347368825972,0.00100893603564141
0.356161788066383,29.3976844067033,37.0190337095037,31.51703293005,8.17574699465302,0.121186996624712,8032.24698685063,817767.146660353,0.000966798644752134,0.0010614492721124698,0.00104793746025754,0.00100762434018768
0.853087768728845,29.0054121869616,29.9032667976618,27.9475785972457,10.1815680340154,0.0984639777176082,6609.04611309804,851352.145276793,0.000966798644752134,0.0010842168572468699,0.00106498066440601,0.00100872810904226
0.953574899176601,30.2055089130718,46.114414323899,21.1226369492756,12.6223440093256,-0.0613483345714397,22488.1630444541,661348.186724831,0.758945150908023,0.994526279969686,0.0010742602592829801,0.00100893773505409
0.607103026004042,20.7547828628588,34.2950063059852,21.5534991663089,10.3277634743392,-0.11156571177356,12292.1497436846,284684.704641531,0.418985517107844,0.634829860533688,0.0010376418728308401,0.0010065294318521302
0.36296024621767,23.7855880745314,35.6540175444866,31.8295649438351,5.04300572185777,-0.185607031170465,4854.02360371547,202097.353426241,0.000966798644752134,0.00102858557356544,0.00102265516454702,0.0010043918556753302
